gutenberg_id	text
150	done with the subject and might proceed to the style.
150	
150	Yes, I remember.
150	
150	In saying this, I intended to imply that we must come to an
150	understanding about the mimetic art,--whether the poets, in narrating
150	their stories, are to be allowed by us to imitate, and if so, whether
150	in whole or in part, and if the latter, in what parts; or should all
150	imitation be prohibited?
150	
150	You mean, I suspect, to ask whether tragedy and comedy shall be
150	admitted into our State?
150	
150	Yes, I said; but there may be more than this in question: I really do
150	not know as yet, but whither the argument may blow, thither we go.
150	
150	And go we will, he said.
150	
150	Then, Adeimantus, let me ask you whether our guardians ought to be
150	imitators; or rather, has not this question been decided by the rule
150	already laid down that one man can only do one thing well, and not
150	many; and that if he attempt many, he will altogether fall of gaining
150	much reputation in any?
150	
150	Certainly.
150	
150	And this is equally true of imitation; no one man can imitate many
150	things as well as he would imitate a single one?
150	
150	He cannot.
150	
150	Then the same person will hardly be able to play a serious part in
150	life, and at the same time to be an imitator and imitate many other
150	parts as well; for even when two species of imitation are nearly
150	allied, the same persons cannot succeed in both, as, for example, the
150	writers of tragedy and comedy--did you not just now call them
150	imitations?
150	
150	Yes, I did; and you are right in thinking that the same persons cannot
150	succeed in both.
150	
150	Any more than they can be rhapsodists and actors at once?
150	
150	True.
150	
150	Neither are comic and tragic actors the same; yet all these things are
150	but imitations.
150	
150	They are so.
150	
150	And human nature, Adeimantus, appears to have been coined into yet
150	smaller pieces, and to be as incapable of imitating many things well,
150	as of performing well the actions of which the imitations are copies.
150	
150	Quite true, he replied.
150	
150	If then we adhere to our original notion and bear in mind that our
150	guardians, setting aside every other business, are to dedicate
150	themselves wholly to the maintenance of freedom in the State, making
150	this their craft, and engaging in no work which does not bear on this
150	end, they ought not to practise or imitate anything else; if they
150	imitate at all, they should imitate from youth upward only those
150	characters which are suitable to their profession--the courageous,
150	temperate, holy, free, and the like; but they should not depict or be
150	skilful at imitating any kind of illiberality or baseness, lest from
150	imitation they should come to be what they imitate.  Did you never
150	observe how imitations, beginning in early youth and continuing far
150	into life, at length grow into habits and become a second nature,
150	affecting body, voice, and mind?
150	
150	Yes, certainly, he said.
150	
150	Then, I said, we will not allow those for whom we profess a care and of
150	whom we say that they ought to be good men, to imitate a woman, whether
150	young or old, quarrelling with her husband, or striving and vaunting
150	against the gods in conceit of her happiness, or when she is in
150	affliction, or sorrow, or weeping; and certainly not one who is in
150	sickness, love, or labour.
150	
150	Very right, he said.
150	
150	Neither must they represent slaves, male or female, performing the
150	offices of slaves?
150	
150	They must not.
150	
150	And surely not bad men, whether cowards or any others, who do the
150	reverse of what we have just been prescribing, who scold or mock or
150	revile one another in drink or out of in drink or, or who in any other
150	manner sin against themselves and their neighbours in word or deed, as
150	the manner of such is.  Neither should they be trained to imitate the
150	action or speech of men or women who are mad or bad; for madness, like
150	vice, is to be known but not to be practised or imitated.
150	
150	Very true, he replied.
150	
150	Neither may they imitate smiths or other artificers, or oarsmen, or
150	boatswains, or the like?
150	
150	How can they, he said, when they are not allowed to apply their minds
150	to the callings of any of these?
150	
150	Nor may they imitate the neighing of horses, the bellowing of bulls,
150	the murmur of rivers and roll of the ocean, thunder, and all that sort
150	of thing?
150	
150	Nay, he said, if madness be forbidden, neither may they copy the
150	behaviour of madmen.
150	
150	You mean, I said, if I understand you aright, that there is one sort of
150	narrative style which may be employed by a truly good man when he has
150	anything to say, and that another sort will be used by a man of an
150	opposite character and education.
150	
150	And which are these two sorts? he asked.
150	
150	Suppose, I answered, that a just and good man in the course of a
150	narration comes on some saying or action of another good man,--I should
150	imagine that he will like to personate him, and will not be ashamed of
150	this sort of imitation:  he will be most ready to play the part of the
150	good man when he is acting firmly and wisely; in a less degree when he
150	is overtaken by illness or love or drink, or has met with any other
150	disaster.  But when he comes to a character which is unworthy of him,
150	he will not make a study of that; he will disdain such a person, and
150	will assume his likeness, if at all, for a moment only when he is
150	performing some good action; at other times he will be ashamed to play
150	a part which he has never practised, nor will he like to fashion and
150	frame himself after the baser models; he feels the employment of such
150	an art, unless in jest, to be beneath him, and his mind revolts at it.
150	
150	So I should expect, he replied.
150	
150	Then he will adopt a mode of narration such as we have illustrated out
150	of Homer, that is to say, his style will be both imitative and
150	narrative; but there will be very little of the former, and a great
150	deal of the latter.  Do you agree?
150	
150	Certainly, he said; that is the model which such a speaker must
150	necessarily take.
150	
150	But there is another sort of character who will narrate anything, and,
150	the worse lie is, the more unscrupulous he will be; nothing will be too
150	bad for him:  and he will be ready to imitate anything, not as a joke,
150	but in right good earnest, and before a large company.  As I was just
150	now saying, he will attempt to represent the roll of thunder, the noise
150	of wind and hall, or the creaking of wheels, and pulleys, and the
150	various sounds of flutes; pipes, trumpets, and all sorts of
150	instruments:  he will bark like a dog, bleat like a sheep, or crow like
150	a cock; his entire art will consist in imitation of voice and gesture,
150	and there will be very little narration.
150	
150	That, he said, will be his mode of speaking.
150	
150	These, then, are the two kinds of style?
150	
150	Yes.
150	
150	And you would agree with me in saying that one of them is simple and
150	has but slight changes; and if the harmony and rhythm are also chosen
150	for their simplicity, the result is that the speaker, if he speaks
150	correctly, is always pretty much the same in style, and he will keep
150	within the limits of a single harmony (for the changes are not great),
150	and in like manner he will make use of nearly the same rhythm?
150	
150	That is quite true, he said.
150	
150	Whereas the other requires all sorts of harmonies and all sorts of
150	rhythms, if the music and the style are to correspond, because the
150	style has all sorts of changes.
150	
150	That is also perfectly true, he replied.
150	
150	And do not the two styles, or the mixture of the two, comprehend all
150	poetry, and every form of expression in words?  No one can say anything
150	except in one or other of them or in both together.
150	
150	They include all, he said.
150	
150	And shall we receive into our State all the three styles, or one only
150	of the two unmixed styles? or would you include the mixed?
150	
150	I should prefer only to admit the pure imitator of virtue.
150	
150	Yes, I said, Adeimantus, but the mixed style is also very charming: and
150	indeed the pantomimic, which is the opposite of the one chosen by you,
150	is the most popular style with children and their attendants, and with
150	the world in general.
150	
150	I do not deny it.
150	
150	But I suppose you would argue that such a style is unsuitable to our
150	State, in which human nature is not twofold or manifold, for one man
150	plays one part only?
150	
150	Yes; quite unsuitable.
150	
150	And this is the reason why in our State, and in our State only, we
150	shall find a shoemaker to be a shoemaker and not a pilot also, and a
150	husbandman to be a husbandman and not a dicast also, and a soldier a
150	soldier and not a trader also, and the same throughout?
150	
150	True, he said.
150	
150	And therefore when any one of these pantomimic gentlemen, who are so
150	clever that they can imitate anything, comes to us, and makes a
150	proposal to exhibit himself and his poetry, we will fall down and
150	worship him as a sweet and holy and wonderful being; but we must also
150	inform him that in our State such as he are not permitted to exist; the
150	law will not allow them.  And so when we have anointed him with myrrh,
150	and set a garland of wool upon his head, we shall send him away to
150	another city.  For we mean to employ for our souls' health the rougher
150	and severer poet or story-teller, who will imitate the style of the
150	virtuous only, and will follow those models which we prescribed at
150	first when we began the education of our soldiers.
150	
150	We certainly will, he said, if we have the power.
150	
150	Then now, my friend, I said, that part of music or literary education
150	which relates to the story or myth may be considered to be finished;
150	for the matter and manner have both been discussed.
150	
150	I think so too, he said.
150	
150	Next in order will follow melody and song.
150	
150	That is obvious.
150	
150	Every one can see already what we ought to say about them, if we are to
150	be consistent with ourselves.
150	
150	SOCRATES - GLAUCON
150	
150	I fear, said Glaucon, laughing, that the words 'every one' hardly
150	includes me, for I cannot at the moment say what they should be; though
150	I may guess.
150	
150	At any rate you can tell that a song or ode has three parts--the words,
150	the melody, and the rhythm; that degree of knowledge I may presuppose?
150	
150	Yes, he said; so much as that you may.
150	
150	And as for the words, there surely be no difference words between words
150	which are and which are not set to music; both will conform to the same
150	laws, and these have been already determined by us?
150	
150	Yes.
150	
150	And the melody and rhythm will depend upon the words?
150	
150	Certainly.
150	
150	We were saying, when we spoke of the subject-matter, that we had no
150	need of lamentations and strains of sorrow?
150	
150	True.
150	
150	And which are the harmonies expressive of sorrow?  You are musical, and
150	can tell me.
150	
150	The harmonies which you mean are the mixed or tenor Lydian, and the
150	full-toned or bass Lydian, and such like.
150	
150	These then, I said, must be banished; even to women who have a
150	character to maintain they are of no use, and much less to men.
150	Certainly.
150	
150	In the next place, drunkenness and softness and indolence are utterly
150	unbecoming the character of our guardians.
150	
150	Utterly unbecoming.
150	
150	And which are the soft or drinking harmonies?
150	
150	The Ionian, he replied, and the Lydian; they are termed 'relaxed.'
150	
150	Well, and are these of any military use?
150	
150	Quite the reverse, he replied; and if so the Dorian and the Phrygian
150	are the only ones which you have left.
150	
150	I answered:  Of the harmonies I know nothing, but I want to have one
150	warlike, to sound the note or accent which a brave man utters in the
150	hour of danger and stern resolve, or when his cause is failing, and he
150	is going to wounds or death or is overtaken by some other evil, and at
150	every such crisis meets the blows of fortune with firm step and a
150	determination to endure; and another to be used by him in times of
150	peace and freedom of action, when there is no pressure of necessity,
150	and he is seeking to persuade God by prayer, or man by instruction and
150	admonition, or on the other hand, when he is expressing his willingness
150	to yield to persuasion or entreaty or admonition, and which represents
150	him when by prudent conduct he has attained his end, not carried away
150	by his success, but acting moderately and wisely under the
150	circumstances, and acquiescing in the event.  These two harmonies I ask
150	you to leave; the strain of necessity and the strain of freedom, the
150	strain of the unfortunate and the strain of the fortunate, the strain
150	of courage, and the strain of temperance; these, I say, leave.
150	
150	And these, he replied, are the Dorian and Phrygian harmonies of which I
150	was just now speaking.
150	
150	Then, I said, if these and these only are to be used in our songs and
150	melodies, we shall not want multiplicity of notes or a panharmonic
150	scale?
150	
150	I suppose not.
150	
150	Then we shall not maintain the artificers of lyres with three corners
150	and complex scales, or the makers of any other many-stringed
150	curiously-harmonised instruments?
150	
150	Certainly not.
150	
150	But what do you say to flute-makers and flute-players? Would you admit
150	them into our State when you reflect that in this composite use of
150	harmony the flute is worse than all the stringed instruments put
150	together; even the panharmonic music is only an imitation of the flute?
150	
150	Clearly not.
150	
150	There remain then only the lyre and the harp for use in the city, and
150	the shepherds may have a pipe in the country.
150	
150	That is surely the conclusion to be drawn from the argument.
150	
150	The preferring of Apollo and his instruments to Marsyas and his
150	instruments is not at all strange, I said.
150	
150	Not at all, he replied.
150	
150	And so, by the dog of Egypt, we have been unconsciously purging the
150	State, which not long ago we termed luxurious.
150	
150	And we have done wisely, he replied.
150	
150	Then let us now finish the purgation, I said.  Next in order to
150	harmonies, rhythms will naturally follow, and they should be subject to
150	the same rules, for we ought not to seek out complex systems of metre,
150	or metres of every kind, but rather to discover what rhythms are the
150	expressions of a courageous and harmonious life; and when we have found
150	them, we shall adapt the foot and the melody to words having a like
150	spirit, not the words to the foot and melody.  To say what these
150	rhythms are will be your duty--you must teach me them, as you have
150	already taught me the harmonies.
150	
150	But, indeed, he replied, I cannot tell you.  I only know that there are
150	some three principles of rhythm out of which metrical systems are
150	framed, just as in sounds there are four notes out of which all the
150	harmonies are composed; that is an observation which I have made.  But
150	of what sort of lives they are severally the imitations I am unable to
150	say.
150	
150	Then, I said, we must take Damon into our counsels; and he will tell us
150	what rhythms are expressive of meanness, or insolence, or fury, or
150	other unworthiness, and what are to be reserved for the expression of
150	opposite feelings.  And I think that I have an indistinct recollection
150	of his mentioning a complex Cretic rhythm; also a dactylic or heroic,
150	and he arranged them in some manner which I do not quite understand,
150	making the rhythms equal in the rise and fall of the foot, long and
150	short alternating; and, unless I am mistaken, he spoke of an iambic as
150	well as of a trochaic rhythm, and assigned to them short and long
150	quantities.  Also in some cases he appeared to praise or censure the
150	movement of the foot quite as much as the rhythm; or perhaps a
150	combination of the two; for I am not certain what he meant.  These
150	matters, however, as I was saying, had better be referred to Damon
150	himself, for the analysis of the subject would be difficult, you know.
150	
150	Rather so, I should say.
150	
150	But there is no difficulty in seeing that grace or the absence of grace
150	is an effect of good or bad rhythm.
150	
150	None at all.
150	
150	And also that good and bad rhythm naturally assimilate to a good and
150	bad style; and that harmony and discord in like manner follow style;
150	for our principle is that rhythm and harmony are regulated by the
150	words, and not the words by them.
150	
150	Just so, he said, they should follow the words.
150	
150	And will not the words and the character of the style depend on the
150	temper of the soul?
150	
150	Yes.
150	
150	And everything else on the style?
150	
150	Yes.
150	
150	Then beauty of style and harmony and grace and good rhythm depend on
150	simplicity,--I mean the true simplicity of a rightly and nobly ordered
150	mind and character, not that other simplicity which is only an
150	euphemism for folly?
150	
150	Very true, he replied.
150	
150	And if our youth are to do their work in life, must they not make these
150	graces and harmonies their perpetual aim?
150	
150	They must.
150	
150	And surely the art of the painter and every other creative and
150	constructive art are full of them,--weaving, embroidery, architecture,
150	and every kind of manufacture; also nature, animal and vegetable,--in
150	all of them there is grace or the absence of grace.  And ugliness and
150	discord and inharmonious motion are nearly allied to ill words and ill
150	nature, as grace and harmony are the twin sisters of goodness and
150	virtue and bear their likeness.
150	
150	That is quite true, he said.
150	
150	But shall our superintendence go no further, and are the poets only to
150	be required by us to express the image of the good in their works, on
150	pain, if they do anything else, of expulsion from our State?  Or is the
150	same control to be extended to other artists, and are they also to be
150	prohibited from exhibiting the opposite forms of vice and intemperance
150	and meanness and indecency in sculpture and building and the other
150	creative arts; and is he who cannot conform to this rule of ours to be
150	prevented from practising his art in our State, lest the taste of our
150	citizens be corrupted by him?  We would not have our guardians grow up
150	amid images of moral deformity, as in some noxious pasture, and there
150	browse and feed upon many a baneful herb and flower day by day, little
150	by little, until they silently gather a festering mass of corruption in
150	their own soul.  Let our artists rather be those who are gifted to
150	discern the true nature of the beautiful and graceful; then will our
150	youth dwell in a land of health, amid fair sights and sounds, and
150	receive the good in everything; and beauty, the effluence of fair
150	works, shall flow into the eye and ear, like a health-giving breeze
150	from a purer region, and insensibly draw the soul from earliest years
150	into likeness and sympathy with the beauty of reason.
150	
150	There can be no nobler training than that, he replied.
150	
150	And therefore, I said, Glaucon, musical training is a more potent
150	instrument than any other, because rhythm and harmony find their way
150	into the inward places of the soul, on which they mightily fasten,
150	imparting grace, and making the soul of him who is rightly educated
150	graceful, or of him who is ill-educated ungraceful; and also because he
150	who has received this true education of the inner being will most
150	shrewdly perceive omissions or faults in art and nature, and with a
150	true taste, while he praises and rejoices over and receives into his
150	soul the good, and becomes noble and good, he will justly blame and
150	hate the bad, now in the days of his youth, even before he is able to
150	know the reason why; and when reason comes he will recognise and salute
150	the friend with whom his education has made him long familiar.
150	
150	Yes, he said, I quite agree with you in thinking that our youth should
150	be trained in music and on the grounds which you mention.
150	
150	Just as in learning to read, I said, we were satisfied when we knew the
150	letters of the alphabet, which are very few, in all their recurring
150	sizes and combinations; not slighting them as unimportant whether they
150	occupy a space large or small, but everywhere eager to make them out;
150	and not thinking ourselves perfect in the art of reading until we
150	recognise them wherever they are found:
150	
150	True--
150	
150	Or, as we recognise the reflection of letters in the water, or in a
150	mirror, only when we know the letters themselves; the same art and
150	study giving us the knowledge of both:
150	
150	Exactly--
150	
150	Even so, as I maintain, neither we nor our guardians, whom we have to
150	educate, can ever become musical until we and they know the essential
150	forms, in all their combinations, and can recognise them and their
150	images wherever they are found, not slighting them either in small
150	things or great, but believing them all to be within the sphere of one
150	art and study.
150	
150	Most assuredly.
150	
150	And when a beautiful soul harmonises with a beautiful form, and the two
150	are cast in one mould, that will be the fairest of sights to him who
150	has an eye to see it?
150	
150	The fairest indeed.
150	
150	And the fairest is also the loveliest?
150	
150	That may be assumed.
150	
150	And the man who has the spirit of harmony will be most in love with the
150	loveliest; but he will not love him who is of an inharmonious soul?
150	
150	That is true, he replied, if the deficiency be in his soul; but if
150	there be any merely bodily defect in another he will be patient of it,
150	and will love all the same.
150	
150	I perceive, I said, that you have or have had experiences of this sort,
150	and I agree.  But let me ask you another question: Has excess of
150	pleasure any affinity to temperance?
150	
150	How can that be? he replied; pleasure deprives a man of the use of his
150	faculties quite as much as pain.
150	
150	Or any affinity to virtue in general?
150	
150	None whatever.
150	
150	Any affinity to wantonness and intemperance?
150	
150	Yes, the greatest.
150	
150	And is there any greater or keener pleasure than that of sensual love?
150	
150	No, nor a madder.
150	
150	Whereas true love is a love of beauty and order--temperate and
150	harmonious?
150	
150	Quite true, he said.
150	
150	Then no intemperance or madness should be allowed to approach true love?
150	
150	Certainly not.
150	
150	Then mad or intemperate pleasure must never be allowed to come near the
150	lover and his beloved; neither of them can have any part in it if their
150	love is of the right sort?
150	
150	No, indeed, Socrates, it must never come near them.
150	
150	Then I suppose that in the city which we are founding you would make a
150	law to the effect that a friend should use no other familiarity to his
150	love than a father would use to his son, and then only for a noble
150	purpose, and he must first have the other's consent; and this rule is
150	to limit him in all his intercourse, and he is never to be seen going
150	further, or, if he exceeds, he is to be deemed guilty of coarseness and
150	bad taste.
150	
150	I quite agree, he said.
150	
150	Thus much of music, which makes a fair ending; for what should be the
150	end of music if not the love of beauty?
150	
150	I agree, he said.
150	
150	After music comes gymnastic, in which our youth are next to be trained.
150	
150	Certainly.
150	
150	Gymnastic as well as music should begin in early years; the training in
150	it should be careful and should continue through life.  Now my belief
150	is,--and this is a matter upon which I should like to have your opinion
150	in confirmation of my own, but my own belief is,--not that the good
150	body by any bodily excellence improves the soul, but, on the contrary,
150	that the good soul, by her own excellence, improves the body as far as
150	this may be possible.  What do you say?
150	
150	Yes, I agree.
150	
150	Then, to the mind when adequately trained, we shall be right in handing
150	over the more particular care of the body; and in order to avoid
150	prolixity we will now only give the general outlines of the subject.
150	
150	Very good.
150	
150	That they must abstain from intoxication has been already remarked by
150	us; for of all persons a guardian should be the last to get drunk and
150	not know where in the world he is.
150	
150	Yes, he said; that a guardian should require another guardian to take
150	care of him is ridiculous indeed.
150	
150	But next, what shall we say of their food; for the men are in training
150	for the great contest of all--are they not?
150	
150	Yes, he said.
150	
150	And will the habit of body of our ordinary athletes be suited to them?
150	
150	Why not?
150	
150	I am afraid, I said, that a habit of body such as they have is but a
150	sleepy sort of thing, and rather perilous to health.  Do you not
150	observe that these athletes sleep away their lives, and are liable to
150	most dangerous illnesses if they depart, in ever so slight a degree,
150	from their customary regimen?
150	
150	Yes, I do.
150	
150	Then, I said, a finer sort of training will be required for our warrior
150	athletes, who are to be like wakeful dogs, and to see and hear with the
150	utmost keenness; amid the many changes of water and also of food, of
150	summer heat and winter cold, which they will have to endure when on a
150	campaign, they must not be liable to break down in health.
150	
150	That is my view.
150	
150	The really excellent gymnastic is twin sister of that simple music
150	which we were just now describing.
150	
150	How so?
150	
150	Why, I conceive that there is a gymnastic which, like our music, is
150	simple and good; and especially the military gymnastic.
150	
150	What do you mean?
150	
150	My meaning may be learned from Homer; he, you know, feeds his heroes at
150	their feasts, when they are campaigning, on soldiers' fare; they have
150	no fish, although they are on the shores of the Hellespont, and they
150	are not allowed boiled meats but only roast, which is the food most
150	convenient for soldiers, requiring only that they should light a fire,
150	and not involving the trouble of carrying about pots and pans.
150	
150	True.
150	
150	And I can hardly be mistaken in saying that sweet sauces are nowhere
150	mentioned in Homer.  In proscribing them, however, he is not singular;
150	all professional athletes are well aware that a man who is to be in
150	good condition should take nothing of the kind.
150	
150	Yes, he said; and knowing this, they are quite right in not taking them.
150	
150	Then you would not approve of Syracusan dinners, and the refinements of
150	Sicilian cookery?
150	
150	I think not.
150	
150	Nor, if a man is to be in condition, would you allow him to have a
150	Corinthian girl as his fair friend?
150	
150	Certainly not.
150	
150	Neither would you approve of the delicacies, as they are thought, of
150	Athenian confectionery?
150	
150	Certainly not.
150	
150	All such feeding and living may be rightly compared by us to melody and
150	song composed in the panharmonic style, and in all the rhythms.
150	Exactly.
150	
150	There complexity engendered license, and here disease; whereas
150	simplicity in music was the parent of temperance in the soul; and
150	simplicity in gymnastic of health in the body.
150	
150	Most true, he said.
150	
150	But when intemperance and disease multiply in a State, halls of justice
150	and medicine are always being opened; and the arts of the doctor and
150	the lawyer give themselves airs, finding how keen is the interest which
150	not only the slaves but the freemen of a city take about them.
150	
150	Of course.
150	
150	And yet what greater proof can there be of a bad and disgraceful state
150	of education than this, that not only artisans and the meaner sort of
150	people need the skill of first-rate physicians and judges, but also
150	those who would profess to have had a liberal education?  Is it not
150	disgraceful, and a great sign of want of good-breeding, that a man
150	should have to go abroad for his law and physic because he has none of
150	his own at home, and must therefore surrender himself into the hands of
150	other men whom he makes lords and judges over him?
150	
150	Of all things, he said, the most disgraceful.
150	
150	Would you say 'most,' I replied, when you consider that there is a
150	further stage of the evil in which a man is not only a life-long
150	litigant, passing all his days in the courts, either as plaintiff or
150	defendant, but is actually led by his bad taste to pride himself on his
150	litigiousness; he imagines that he is a master in dishonesty; able to
150	take every crooked turn, and wriggle into and out of every hole,
150	bending like a withy and getting out of the way of justice: and all for
150	what?--in order to gain small points not worth mentioning, he not
150	knowing that so to order his life as to be able to do without a napping
150	judge is a far higher and nobler sort of thing.  Is not that still more
150	disgraceful?
150	
150	Yes, he said, that is still more disgraceful.
150	
150	Well, I said, and to require the help of medicine, not when a wound has
150	to be cured, or on occasion of an epidemic, but just because, by
150	indolence and a habit of life such as we have been describing, men fill
150	themselves with waters and winds, as if their bodies were a marsh,
150	compelling the ingenious sons of Asclepius to find more names for
150	diseases, such as flatulence and catarrh; is not this, too, a disgrace?
150	
150	Yes, he said, they do certainly give very strange and newfangled names
150	to diseases.
150	
150	Yes, I said, and I do not believe that there were any such diseases in
150	the days of Asclepius; and this I infer from the circumstance that the
150	hero Eurypylus, after he has been wounded in Homer, drinks a posset of
150	Pramnian wine well besprinkled with barley-meal and grated cheese,
150	which are certainly inflammatory, and yet the sons of Asclepius who
150	were at the Trojan war do not blame the damsel who gives him the drink,
150	or rebuke Patroclus, who is treating his case.
150	
150	Well, he said, that was surely an extraordinary drink to be given to a
150	person in his condition.
150	
150	Not so extraordinary, I replied, if you bear in mind that in former
150	days, as is commonly said, before the time of Herodicus, the guild of
150	Asclepius did not practise our present system of medicine, which may be
150	said to educate diseases.  But Herodicus, being a trainer, and himself
150	of a sickly constitution, by a combination of training and doctoring
150	found out a way of torturing first and chiefly himself, and secondly
150	the rest of the world.
150	
150	How was that? he said.
150	
150	By the invention of lingering death; for he had a mortal disease which
150	he perpetually tended, and as recovery was out of the question, he
150	passed his entire life as a valetudinarian; he could do nothing but
150	attend upon himself, and he was in constant torment whenever he
150	departed in anything from his usual regimen, and so dying hard, by the
150	help of science he struggled on to old age.
150	
150	A rare reward of his skill!
150	
150	Yes, I said; a reward which a man might fairly expect who never
150	understood that, if Asclepius did not instruct his descendants in
150	valetudinarian arts, the omission arose, not from ignorance or
150	inexperience of such a branch of medicine, but because he knew that in
150	all well-ordered states every individual has an occupation to which he
150	must attend, and has therefore no leisure to spend in continually being
150	ill.  This we remark in the case of the artisan, but, ludicrously
150	enough, do not apply the same rule to people of the richer sort.
150	
150	How do you mean? he said.
150	
150	I mean this:  When a carpenter is ill he asks the physician for a rough
150	and ready cure; an emetic or a purge or a cautery or the knife,--these
150	are his remedies.  And if some one prescribes for him a course of
150	dietetics, and tells him that he must swathe and swaddle his head, and
150	all that sort of thing, he replies at once that he has no time to be
150	ill, and that he sees no good in a life which is spent in nursing his
150	disease to the neglect of his customary employment; and therefore
150	bidding good-bye to this sort of physician, he resumes his ordinary
150	habits, and either gets well and lives and does his business, or, if
150	his constitution falls, he dies and has no more trouble.
150	
150	Yes, he said, and a man in his condition of life ought to use the art
150	of medicine thus far only.
150	
150	Has he not, I said, an occupation; and what profit would there be in
150	his life if he were deprived of his occupation?
150	
150	Quite true, he said.
150	
150	But with the rich man this is otherwise; of him we do not say that he
150	has any specially appointed work which he must perform, if he would
150	live.
150	
150	He is generally supposed to have nothing to do.
150	
150	Then you never heard of the saying of Phocylides, that as soon as a man
150	has a livelihood he should practise virtue?
150	
150	Nay, he said, I think that he had better begin somewhat sooner.
150	
150	Let us not have a dispute with him about this, I said; but rather ask
150	ourselves:  Is the practice of virtue obligatory on the rich man, or
150	can he live without it?  And if obligatory on him, then let us raise a
150	further question, whether this dieting of disorders which is an
150	impediment to the application of the mind t in carpentering and the
150	mechanical arts, does not equally stand in the way of the sentiment of
150	Phocylides?
150	
150	Of that, he replied, there can be no doubt; such excessive care of the
150	body, when carried beyond the rules of gymnastic, is most inimical to
150	the practice of virtue.
150	
150	Yes, indeed, I replied, and equally incompatible with the management of
150	a house, an army, or an office of state; and, what is most important of
150	all, irreconcilable with any kind of study or thought or
150	self-reflection--there is a constant suspicion that headache and
150	giddiness are to be ascribed to philosophy, and hence all practising or
150	making trial of virtue in the higher sense is absolutely stopped; for a
150	man is always fancying that he is being made ill, and is in constant
150	anxiety about the state of his body.
150	
150	Yes, likely enough.
150	
150	And therefore our politic Asclepius may be supposed to have exhibited
150	the power of his art only to persons who, being generally of healthy
150	constitution and habits of life, had a definite ailment; such as these
150	he cured by purges and operations, and bade them live as usual, herein
150	consulting the interests of the State; but bodies which disease had
150	penetrated through and through he would not have attempted to cure by
150	gradual processes of evacuation and infusion:  he did not want to
150	lengthen out good-for-nothing lives, or to have weak fathers begetting
150	weaker sons;--if a man was not able to live in the ordinary way he had
150	no business to cure him; for such a cure would have been of no use
150	either to himself, or to the State.
150	
150	Then, he said, you regard Asclepius as a statesman.
150	
150	Clearly; and his character is further illustrated by his sons.  Note
150	that they were heroes in the days of old and practised the medicines of
150	which I am speaking at the siege of Troy:  You will remember how, when
150	Pandarus wounded Menelaus, they
150	
150	    Sucked the blood out of the wound, and sprinkled soothing remedies,
150	
150	but they never prescribed what the patient was afterwards to eat or
150	drink in the case of Menelaus, any more than in the case of Eurypylus;
150	the remedies, as they conceived, were enough to heal any man who before
150	he was wounded was healthy and regular in habits; and even though he
150	did happen to drink a posset of Pramnian wine, he might get well all
150	the same.  But they would have nothing to do with unhealthy and
150	intemperate subjects, whose lives were of no use either to themselves
150	or others; the art of medicine was not designed for their good, and
150	though they were as rich as Midas, the sons of Asclepius would have
150	declined to attend them.
150	
150	They were very acute persons, those sons of Asclepius.
150	
150	Naturally so, I replied.  Nevertheless, the tragedians and Pindar
150	disobeying our behests, although they acknowledge that Asclepius was
150	the son of Apollo, say also that he was bribed into healing a rich man
150	who was at the point of death, and for this reason he was struck by
150	lightning.  But we, in accordance with the principle already affirmed
150	by us, will not believe them when they tell us both;--if he was the son
150	of a god, we maintain that he was not avaricious; or, if he was
150	avaricious he was not the son of a god.
150	
150	All that, Socrates, is excellent; but I should like to put a question
150	to you:  Ought there not to be good physicians in a State, and are not
150	the best those who have treated the greatest number of constitutions
150	good and bad? and are not the best judges in like manner those who are
150	acquainted with all sorts of moral natures?
150	
150	Yes, I said, I too would have good judges and good physicians.  But do
150	you know whom I think good?
150	
150	Will you tell me?
150	
150	I will, if I can.  Let me however note that in the same question you
150	join two things which are not the same.
150	
150	How so? he asked.
150	
150	Why, I said, you join physicians and judges.  Now the most skilful
150	physicians are those who, from their youth upwards, have combined with
150	the knowledge of their art the greatest experience of disease; they had
150	better not be robust in health, and should have had all manner of
150	diseases in their own persons.  For the body, as I conceive, is not the
150	instrument with which they cure the body; in that case we could not
150	allow them ever to be or to have been sickly; but they cure the body
150	with the mind, and the mind which has become and is sick can cure
150	nothing.
150	
150	That is very true, he said.
150	
150	But with the judge it is otherwise; since he governs mind by mind; he
150	ought not therefore to have been trained among vicious minds, and to
150	have associated with them from youth upwards, and to have gone through
150	the whole calendar of crime, only in order that he may quickly infer
150	the crimes of others as he might their bodily diseases from his own
150	self-consciousness; the honourable mind which is to form a healthy
150	judgment should have had no experience or contamination of evil habits
150	when young.  And this is the reason why in youth good men often appear
150	to be simple, and are easily practised upon by the dishonest, because
150	they have no examples of what evil is in their own souls.
150	
150	Yes, he said, they are far too apt to be deceived.
150	
150	Therefore, I said, the judge should not be young; he should have
150	learned to know evil, not from his own soul, but from late and long
150	observation of the nature of evil in others: knowledge should be his
150	guide, not personal experience.
150	
150	Yes, he said, that is the ideal of a judge.
150	
150	Yes, I replied, and he will be a good man (which is my answer to your
150	question); for he is good who has a good soul.  But the cunning and
150	suspicious nature of which we spoke,--he who has committed many crimes,
150	and fancies himself to be a master in wickedness, when he is amongst
150	his fellows, is wonderful in the precautions which he takes, because he
